generation	variant	commit	status	lines	classes	methods	ast_nodes	cyclomatic	combined_score	gini	population	trade_price	trade_volume	survival	wealth_cv	entropy	passes	description
6	1	e239a8a	fail	40	1	5	1422	43	594.60	0.3558	68	0.9916	5999	0.3400	0.6233	2.9192	FAIL	Simplified the movement search by replacing the high-AST list comprehension and `max()` call with a single-pass loop and pre-calculating vision-based spatial offsets in `__init__`.
6	1	e239a8a	pass	34	1	5	1330	40	556.00	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified movement and trade search using pre-calculated spatial offsets and a generator-based `max` call to reduce AST nodes and cyclomatic complexity.
7	1	a25ba26	crash	34	1	5	1175	38	492.80	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified movement tie-breaking by removing distance and randomness, and streamlined trade negotiation by removing utility-based termination checks.
7	1	a25ba26	pass	41	1	5	1357	42	568.00	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Deconstructed the high-AST movement generator into a structured loop to reduce structural depth and flattened the `step` method to lower the combined complexity score.
7	1	a25ba26	crash	39	1	5	1310	40	548.00	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement logic by replacing the high-AST `max()` generator with a structured `for` loop and streamlined the trade negotiation by removing the redundant second utility check in the `while` loop.
7	1	a25ba26	pass	41	1	5	1359	42	568.80	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Replace the high-AST movement `max()` generator with a structured `for` loop to reduce structural depth and AST node count.
7	1	a25ba26	pass	40	1	5	1354	42	566.80	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the movement and trade negotiation logic by replacing high-AST generator expressions and complex conditional break statements with structured loops and more direct boolean checks to reduce the combined complexity score.
7	1	a25ba26	fail	34	1	5	1315	38	548.80	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Simplified the agent lifecycle by shuffling the main agent list directly instead of creating a separate `living` list, and used walrus operators (`:=`) in both movement and trade loops to reduce AST nodes and cyclomatic complexity.
7	1	a25ba26	fail	35	1	5	1323	38	552.00	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and shuffling `self.agents` directly, and optimized the trade loop by removing the `o is not a` check through a refined `offsets` definition.
7	1	a25ba26	fail	63	1	5	1385	39	577.40	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Refactored high-AST one-liners into structured loops and simplified the trade negotiation logic to reduce structural depth and AST node count.
7	1	a25ba26	crash	40	1	5	1289	40	539.60	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement and trade logic by replacing high-AST generator expressions and complex tie-breakers with structured loops and a simplified trade utility condition.
7	1	a25ba26	pass	41	1	5	1359	42	568.80	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the movement logic by replacing the high-AST `max()` generator expression with a structured `for` loop, and refactored the agent lifecycle to reduce structural depth and AST node density.
7	1	a25ba26	pass	52	1	5	1372	43	574.60	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Flattened the high-AST movement generator into a standard loop and consolidated the agent lifecycle to reduce structural depth and AST nodes.
7	1	a25ba26	crash	35	1	5	1280	39	535.40	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement tie-breaker and the trade negotiation utility condition to reduce AST nodes and cyclomatic complexity.
7	1	a25ba26	pass	40	1	5	1351	42	565.60	0.3571	67	0.9912	5667	0.3367	0.6272	2.9972	PASS	Simplified the movement logic by replacing the high-AST `max()` generator with a structured loop and a more efficient tie-breaker to reduce structural depth and AST node count.
7	1	a25ba26	fail	35	1	5	1293	39	540.60	0.3573	59	1.0774	4917	0.2967	0.6356	2.8407	FAIL	Simplified the movement search by removing the random tie-breaker and distance penalty, streamlined the agent lifecycle by shuffling `self.agents` directly, and removed the redundant `living` list.
7	1	a25ba26	crash	33	1	5	1346	39	561.80	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Replace the occupancy dictionary with a 2D NumPy object array to store agent references, simplifying spatial lookups and reducing AST nodes.
7	1	a25ba26	crash	34	1	5	1237	39	518.20	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified movement tie-breaking and trade negotiation by removing redundant utility checks and tie-breakers.
7	1	a25ba26	fail	41	1	5	1400	44	586.40	0.3488	62	1.0052	5694	0.3117	0.6121	3.5900	FAIL	Simplified the movement and trade logic by replacing high-AST generator expressions with structured loops and refining the movement tie-breaker to reduce structural depth.
7	1	a25ba26	crash	34	1	5	1374	37	571.80	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Replaced the iterative `while` loop in the trade negotiation with a single-step calculation of the maximum possible trade volume `n`, and streamlined the agent lifecycle by removing the redundant `living` list creation.
7	1	a25ba26	pass	34	1	5	1339	40	559.60	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the agent lifecycle and trade negotiation by flattening nested conditionals with `continue` and `if not ...: return` to reduce cyclomatic complexity and nesting depth.
7	1	a25ba26	pass	35	1	5	1347	41	563.40	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the `step` method by using `continue` statements to flatten nested conditional branches and consolidated agent update logic to reduce structural depth and cyclomatic complexity.
7	1	a25ba26	pass	40	1	5	1351	42	565.60	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the movement logic by replacing the high-AST `max()` generator expression with a structured `for` loop to reduce AST nodes and cyclomatic complexity, while maintaining the same tie-breaking behavior.
7	1	a25ba26	fail	42	1	5	1350	40	564.00	0.3305	66	0.9909	5875	0.3317	0.5787	3.0000	FAIL	Simplified the movement logic by replacing the high-AST `max()` generator expression with a manual loop using a combined scoring function to reduce structural depth and AST nodes, and removed the redundant `living` list creation by iterating over `self.agents` directly with a `continue` check.
7	1	a25ba26	fail	42	1	5	1363	41	569.80	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Flattened the high-AST movement generator into a structured loop and simplified the agent lifecycle to reduce AST depth and structural complexity.
7	1	a25ba26	fail	39	1	5	1355	43	567.80	0.3488	62	1.0052	5694	0.3117	0.6121	3.5900	FAIL	Replace the high-AST movement generator with a structured loop and flatten the agent lifecycle to reduce cyclomatic complexity and AST nodes.
7	1	a25ba26	fail	34	1	5	1325	39	553.40	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and shuffling the main `agents` list directly, and used the walrus operator to streamline spatial lookups in the trade loop.
7	1	a25ba26	pass	43	1	5	1361	42	569.60	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Deconstructed the high-AST movement generator and the complex trade negotiation conditional into structured loops and discrete checks to reduce AST nodes and cyclomatic complexity.
7	1	a25ba26	fail	35	1	5	1327	39	554.20	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Eliminate the redundant `living` list and flatten the `step` method's agent loop to reduce AST nodes and memory overhead.
7	1	a25ba26	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by shuffling `self.agents` directly and reduced movement/trade complexity by removing Manhattan distance from spatial offsets and tie-breakers.
7	1	a25ba26	fail	43	1	5	1353	41	565.80	0.3061	48	1.0828	5616	0.2417	0.5391	3.3526	FAIL	Simplified the movement and trade logic by replacing dense, high-AST generator expressions and complex one-line conditionals with structured loops and explicit checks, reducing both AST node count and cyclomatic complexity while preserving the two-pass agent update cycle.
7	1	a25ba26	fail	43	1	5	1360	41	568.60	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Simplified the `step` method by replacing the high-AST `max()` generator expression with a structured `for` loop and removing the redundant `living` list creation to reduce both AST nodes and cyclomatic complexity.
7	1	a25ba26	pass	46	1	4	1389	43	581.40	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the high-AST movement `max()` generator into a structured `for` loop and flattened the `step` method's conditional branches using `continue` and `break` to reduce structural depth and cyclomatic complexity.
7	1	a25ba26	pass	41	1	5	1355	40	566.00	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the movement and trade search by replacing the high-AST single-line generator expressions with structured `for` loops and explicit `if` statements, while also streamlining the agent lifecycle to reduce nested conditional depth.
7	1	a25ba26	crash	45	1	5	1374	41	574.20	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the `step` method by replacing the high-AST `max()` generator with a structured loop and flattening the trade negotiation logic using `continue` and multiple `if` statements to reduce structural depth and AST density.
7	1	a25ba26	pass	49	1	5	1375	42	575.20	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Replace the high-AST `max()` generator with a structured `for` loop and use `continue` to flatten the trade logic, reducing structural depth and AST node count.
7	1	a25ba26	fail	35	1	5	1296	39	541.80	0.3573	59	1.0774	4917	0.2967	0.6356	2.8407	FAIL	Simplified the movement tie-breaking and spatial search by removing the Manhattan distance and randomness from the `max()` generator and the `offsets` dictionary, and streamlined the agent lifecycle by shuffling `self.agents` directly.
7	1	a25ba26	fail	42	1	5	1361	42	569.60	0.3061	48	1.0828	5616	0.2417	0.5391	3.3526	FAIL	Replaced the high-AST `max()` generator expression in the movement logic with a structured `for` loop and simplified the agent lifecycle using `continue` statements to reduce structural depth and AST node count.
7	1	a25ba26	crash	33	1	5	1308	38	546.00	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement tie-breaking by pre-shuffling spatial offsets in `__init__` and streamlined the `step` method by iterating over the main agent list directly and using a list comprehension for metabolic updates.
7	1	a25ba26	pass	41	1	5	1367	42	572.00	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the movement logic by replacing the high-AST `max()` generator expression with a structured `for` loop, and flattened the trade negotiation loop using guard clauses to reduce nesting and cyclomatic complexity.
7	1	a25ba26	crash	45	1	6	1352	40	564.80	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the `step` method by replacing the high-AST movement generator with a structured `for` loop and flattened the agent update logic using `continue` and more direct metabolic checks.
7	1	a25ba26	fail	39	1	5	1349	41	564.20	0.3061	48	1.0828	5616	0.2417	0.5391	3.3526	FAIL	Replaced the high-AST `max()` generator in the movement logic with a structured `for` loop and removed the complex tie-breaking (distance and randomness) to reduce both AST nodes and cyclomatic complexity.
7	1	a25ba26	fail	35	1	5	1318	39	550.60	0.3680	67	0.9954	5548	0.3367	0.6485	2.9773	FAIL	Simplified the agent lifecycle by shuffling the main `self.agents` list directly instead of creating a redundant `living` list, and removed the `rng.random()` tie-breaker from the movement `max()` call to reduce AST nodes and structural complexity.
7	1	a25ba26	pass	35	1	5	1348	41	563.80	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Flatten the movement and trade loops using guard clauses and simplify the resource stack and agent lifecycle to reduce AST nodes and cyclomatic complexity.
7	1	a25ba26	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified movement tie-breaking by removing Manhattan distance from spatial offsets and the movement scoring tuple, and removed the redundant agent-alive check within the trade loop.
7	1	a25ba26	fail	42	1	5	1359	41	568.20	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Replaced the high-AST movement `max()` generator with a structured `for` loop and flattened the `step` method using guard clauses and direct agent list shuffling to reduce cyclomatic complexity and structural depth.
7	1	a25ba26	pass	35	1	5	1312	40	548.80	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the spatial search by excluding the current cell from `offsets` and streamlined the movement and trade loops to reduce conditional branching and AST nodes.
8	1	d8dda5d	pass	35	1	5	1321	41	553.00	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the agent initialization by consolidating integer generation and used guard clauses in the `step` method to reduce nesting depth and cyclomatic complexity.
8	1	d8dda5d	fail	41	1	5	1330	40	556.00	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Replaces the high-AST movement generator and the nested trade conditional with structured `for` loops and guard clauses, and eliminates the redundant `living` list by shuffling and iterating over `self.agents` directly.
8	1	d8dda5d	pass	45	1	5	1348	42	564.40	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Replace the high-AST movement generator and the complex trade negotiation `while` loop with structured loops and guard clauses to reduce structural depth and AST node count.
8	1	d8dda5d	pass	42	1	5	1382	41	577.40	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the movement search by replacing the high-AST `max()` generator with a structured `for` loop and flattened the trade negotiation logic using guard clauses to reduce nesting and cyclomatic complexity.
8	1	d8dda5d	pass	44	1	5	1356	42	567.60	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the movement and trade logic by replacing high-AST generator expressions and deeply nested conditionals with structured loops and guard clauses to reduce structural depth and AST node count.
8	1	d8dda5d	pass	43	1	5	1334	42	558.80	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Simplified the spatial offset structure and replaced the high-AST movement generator with a structured loop to reduce AST nodes.
8	1	d8dda5d	fail	34	1	5	1276	39	533.80	0.3543	61	1.0985	5091	0.3050	0.6254	2.8747	FAIL	Simplified spatial offsets and movement tie-breaking to reduce AST nodes and cyclomatic complexity.
8	1	d8dda5d	crash	41	1	5	1274	39	533.00	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement logic by replacing the high-AST `max()` generator with a structured `for` loop and reduced the complexity of the trade negotiation by removing the buyer's utility check.
8	1	d8dda5d	pass	41	1	5	1335	42	559.20	0.3345	65	0.9847	5899	0.3267	0.5844	3.0911	PASS	Replaced the high-AST `max()` movement generator with a structured `for` loop and used guard clauses to flatten the agent and trade loops, reducing structural depth and AST node count.
8	1	d8dda5d	pass	34	1	5	1304	40	545.60	0.3429	66	1.0025	6135	0.3317	0.5989	3.1049	PASS	Simplified spatial offsets and trade negotiation by using more compact mathematical expressions and the walrus operator to reduce AST nodes and cyclomatic complexity.
9	1	68ddb9e	pass	43	1	5	1337	41	559.40	0.3429	66	1.0025	6135	0.3317	0.5989	3.1049	PASS	Simplified the movement and trade logic by replacing high-AST generator expressions with structured `for` loops and using guard clauses to flatten the method hierarchy, reducing structural depth and AST node density.
9	1	68ddb9e	fail	41	1	5	1325	40	554.00	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Simplified the movement and trade logic by replacing the high-AST `max()` generator and the complex trade negotiation `while` loop with structured `for` loops and more compact utility checks to reduce AST nodes and cyclomatic complexity.
9	1	68ddb9e	pass	41	1	5	1333	42	558.40	0.3429	66	1.0025	6135	0.3317	0.5989	3.1049	PASS	Simplified the movement logic by replacing the high-AST `max()` generator expression with a structured `for` loop and flattened the trade negotiation loop using guard clauses to reduce nesting and cyclomatic complexity.
9	1	68ddb9e	fail	34	1	5	1292	38	539.60	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Simplified the agent lifecycle and spatial lookups by replacing the `living` list with direct iteration and shuffling of `self.agents`, and converted the `offsets` dictionary into a more efficient list of lists.
9	1	68ddb9e	fail	40	1	5	1317	40	550.80	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Simplified the movement logic by replacing the high-AST `max()` generator expression with a structured `for` loop and eliminated the redundant `living` list creation by iterating directly over `self.agents` with guard clauses.
9	1	68ddb9e	fail	39	1	5	1322	40	552.80	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Flattened the movement logic by replacing the high-AST `max()` generator with a structured `for` loop and pre-calculated Manhattan distances in the `offsets` dictionary to reduce structural depth and AST node density.
9	1	68ddb9e	fail	40	1	5	1353	39	564.60	0.3478	65	0.9684	5914	0.3267	0.6074	3.4928	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and replaced the high-AST `max()` movement generator with a structured `for` loop using an epsilon-based tie-breaker to reduce structural complexity.
9	1	68ddb9e	fail	40	1	5	1317	40	550.80	0.3477	69	0.9937	6185	0.3467	0.6076	3.1079	FAIL	Simplified the movement logic by replacing the high-AST `max()` generator expression with a structured `for` loop and used direct agent list shuffling to eliminate the redundant `living` list creation, significantly reducing the AST node count.
9	1	68ddb9e	pass	40	1	5	1331	42	557.60	0.3429	66	1.0025	6135	0.3317	0.5989	3.1049	PASS	Flattened the movement search by replacing the high-AST `max()` generator expression with a structured `for` loop and used `continue` to reduce nesting depth in the `step` method.
9	1	68ddb9e	pass	34	1	5	1296	40	542.40	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the movement tie-breaker by removing the random element and streamlined the `step` method by consolidating agent updates and simplifying the `offsets` dictionary.
10	1	0e8b367	fail	47	1	5	1432	41	597.40	0.3545	67	1.0296	5682	0.3333	0.6245	2.8331	FAIL	Simplified spatial lookups by replacing the dictionary with a 2D NumPy array and replaced the high-AST movement and trade logic with structured loops.
10	1	0e8b367	fail	35	1	5	1288	38	538.00	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified agent lifecycle by removing the redundant `living` list and using direct iteration over `self.agents` with `self.rng.shuffle`, and replaced the `offsets` dictionary with a more compact list of lists.
10	1	0e8b367	fail	40	1	5	1312	40	548.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list, flattened the `step` method using guard clauses, and replaced the high-AST `max()` generator with a structured loop to reduce structural complexity.
10	1	0e8b367	fail	41	1	6	1322	40	552.80	0.3464	63	1.0184	5798	0.3133	0.6055	3.5739	FAIL	Simplified the movement logic by replacing the high-AST `max()` generator with a structured `for` loop and flattened the agent update cycle to reduce structural depth and AST nodes.
10	1	0e8b367	pass	34	1	5	1303	40	545.20	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the `offsets` data structure to a list of 3-tuples containing pre-calculated Manhattan distances and used `continue` statements to flatten the nested conditional logic in the `step` method.
10	1	0e8b367	pass	41	1	5	1329	43	557.40	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the movement logic by replacing the high-AST `max()` generator with a structured `for` loop and consolidated the spatial offsets into a single list of `(dx, dy, distance)` tuples to reduce dictionary lookups and AST nodes.
10	1	0e8b367	fail	34	1	5	1285	38	536.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the `offsets` data structure from a dictionary to a list of lists and removed the redundant `living` list by shuffling `self.agents` directly and using guard clauses, reducing both AST nodes and cyclomatic complexity.
10	1	0e8b367	fail	35	1	5	1290	38	538.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and using `continue` guard clauses to flatten the `step` method, while replacing the high-AST movement generator with a list comprehension to reduce structural complexity.
10	1	0e8b367	fail	34	1	5	1293	38	540.00	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and pre-calculating Manhattan distances in `self.offsets` to reduce AST nodes in the movement `max()` generator.
10	1	0e8b367	fail	40	1	6	1364	40	569.60	0.3617	64	1.0413	5600	0.3200	0.6324	3.6348	FAIL	Simplified the `step` method by replacing high-AST generator expressions and a `while True` loop with structured `for` loops and a single-condition `while` loop, and removed the redundant `living` list to reduce structural depth and AST nodes.
10	1	0e8b367	fail	34	1	5	1273	39	532.60	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified `self.offsets` to a single list of 3-tuples and replaced the redundant `living` list with direct agent iteration and shuffling to reduce AST nodes and cyclomatic complexity.
10	1	0e8b367	pass	39	1	5	1338	42	560.40	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Replace the `offsets` dictionary and the high-AST movement `max()` generator with a structured `for` loop and a list of lists to reduce AST nodes and cyclomatic complexity.
10	1	0e8b367	pass	34	1	5	1305	40	546.00	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the `offsets` data structure to include Manhattan distance and used guard clauses in the `step` method to reduce nesting and cyclomatic complexity.
10	1	0e8b367	fail	33	1	5	1281	37	534.60	0.3693	68	1.0119	4781	0.3400	0.6560	3.0226	FAIL	Simplified the agent lifecycle and trade logic by removing the redundant `living` list and replacing the `while True` negotiation loop with a single-step conditional trade to reduce cyclomatic complexity.
10	1	0e8b367	fail	37	1	5	1310	39	547.40	0.3464	63	1.0184	5798	0.3133	0.6055	3.5739	FAIL	Simplified the high-AST movement `max()` generator by replacing it with a structured `for` loop and streamlined the agent lifecycle by iterating over `self.agents` directly with guard clauses.
10	1	0e8b367	fail	32	1	5	1257	36	524.40	0.3650	60	1.0951	5078	0.3000	0.6422	2.8163	FAIL	Simplified the agent lifecycle by merging the movement, metabolism, and trade loops into a single pass over `self.agents` and reduced the AST density of the movement `max()` generator by removing the Manhattan distance tie-breaker.
10	1	0e8b367	fail	34	1	5	1290	38	538.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the movement logic by pre-calculating Manhattan distances in the `offsets` structure and eliminated the redundant `living` list by iterating over and shuffling `self.agents` directly.
10	1	0e8b367	pass	34	1	5	1305	40	546.00	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Pre-calculate Manhattan distance in `self.off` and use it in a more compact `max()` to reduce AST density.
10	1	0e8b367	fail	41	1	5	1346	43	564.20	0.3642	64	0.9690	5686	0.3200	0.6386	3.6190	FAIL	Replace the high-AST `max()` movement generator with a structured `for` loop and use `continue` to flatten the `step` method, while maintaining the distance tie-breaker to preserve spatial patterns.
10	1	0e8b367	fail	34	1	5	1290	38	538.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and pre-calculating Manhattan distances in the `offsets` structure to reduce AST nodes and cyclomatic complexity.
10	1	0e8b367	fail	40	1	5	1317	39	550.20	0.3644	64	1.0047	5427	0.3183	0.6376	3.5899	FAIL	Simplified the spatial offset structure by pre-calculating Manhattan distances and replaced the high-AST `max()` movement generator with a structured `for` loop to reduce structural depth and AST node count.
10	1	0e8b367	fail	34	1	5	1285	38	536.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Removed the redundant `living` list by shuffling and iterating over `self.agents` directly with guard clauses, and simplified the `offsets` data structure to a list of lists.
10	1	0e8b367	fail	42	1	6	1336	42	559.60	0.3644	64	1.0047	5427	0.3183	0.6376	3.5899	FAIL	Simplified the movement logic by replacing the high-AST `max()` generator expression with a structured `for` loop and pre-calculating Manhattan distances in the `offsets` structure to reduce both AST nodes and cyclomatic complexity.
10	1	0e8b367	fail	34	1	5	1309	38	546.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list, converted the `offsets` dictionary to a list of lists for faster indexing, and streamlined the movement logic by using relative `dx, dy` offsets in the `max()` call to reduce AST nodes.
10	1	0e8b367	fail	39	1	5	1290	38	538.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified spatial offsets by pre-calculating Manhattan distances and replaced the high-AST movement generator with a more compact list comprehension to reduce AST nodes.
10	1	0e8b367	crash	34	1	5	1228	37	513.40	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and pre-calculating Manhattan distances in the `offsets` structure to reduce AST nodes and cyclomatic complexity in the movement and trade loops.
10	1	0e8b367	fail	34	1	5	1282	38	535.60	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Eliminate the redundant `living` list creation by shuffling and iterating over `self.agents` directly with guard clauses, and simplify the `offsets` data structure to a list of lists to reduce AST nodes and cyclomatic complexity.
10	1	0e8b367	crash	32	1	5	1147	34	479.20	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Removed redundant `living` list creation, simplified agent iteration by shuffling `self.agents` directly, and reduced the trade negotiation `while` loop complexity by removing utility-based termination checks.
10	1	0e8b367	fail	33	1	5	1280	36	533.60	0.6325	68	1.0023	5663	0.3400	1.3867	2.9214	FAIL	Simplified the spatial offset structure to a list of lists, used a more compact NumPy slicing for the map, and reduced the agent lifecycle complexity by using a direct copy of the agent list for iteration, which allowed for the removal of redundant survival checks in the first loop.
10	1	0e8b367	pass	32	1	5	1284	39	537.00	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Streamlined the agent lifecycle by removing redundant survival checks and simplified the map initialization using NumPy slicing.
11	1	4c79b0f	pass	41	1	5	1349	41	564.20	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Replaced the high-AST movement generator and the dense trade negotiation loop with structured `for` loops and flattened logic to reduce structural complexity and AST node count.
11	1	4c79b0f	fail	39	1	5	1350	44	566.40	0.3642	64	0.9690	5686	0.3200	0.6386	3.6190	FAIL	Refactored the high-AST movement `max()` generator into a structured `for` loop and pre-calculated Manhattan distances in the spatial offsets to reduce structural depth and AST node count.
11	1	4c79b0f	fail	34	1	5	1262	37	527.00	0.3573	59	1.0774	4917	0.2967	0.6356	2.8407	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and shuffling `self.agents` directly, and reduced the movement generator's AST by removing the Manhattan distance tie-breaker.
11	1	4c79b0f	fail	40	1	5	1344	41	562.20	0.3061	48	1.0828	5616	0.2417	0.5391	3.3526	FAIL	Simplified the spatial offset structure by pre-calculating Manhattan distances and replaced the high-AST `max()` movement generator with a structured `for` loop and `continue` statements to reduce structural depth and AST node count.
11	1	4c79b0f	fail	40	1	5	1331	40	556.40	0.3507	63	1.0312	4939	0.3150	0.6126	3.5925	FAIL	Simplified movement and trade logic by replacing the high-AST `max()` generator and the `while True` trade loop with structured `for` loops and a single-step conditional trade, significantly reducing AST nodes and cyclomatic complexity.
11	1	4c79b0f	pass	34	1	5	1290	38	538.80	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the spatial offset structure by pre-calculating Manhattan distances into a list of 3-tuples and streamlined the agent lifecycle and trade loops by removing redundant list comprehensions and using `continue` statements to reduce nesting.
11	1	4c79b0f	pass	34	1	5	1302	39	544.20	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the spatial offset structure by pre-calculating Manhattan distances and flattened the trade negotiation loop using guard clauses to reduce nesting and cyclomatic complexity.
11	1	4c79b0f	pass	32	1	5	1288	39	538.60	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified spatial offsets and movement logic by pre-calculating Manhattan distances in a list-based `offsets` structure to reduce the AST density of the movement generator.
11	1	4c79b0f	fail	40	1	5	1324	39	553.00	0.3644	64	1.0047	5427	0.3183	0.6376	3.5899	FAIL	Simplified the movement logic by replacing the high-AST `max()` generator with a structured `for` loop and pre-calculated Manhattan distances in a list-based `offsets` structure, while also streamlining the agent lifecycle and trade loops to reduce nesting and redundant list comprehensions.
11	1	4c79b0f	fail	42	1	5	1372	41	573.40	0.3642	64	0.9690	5686	0.3200	0.6386	3.6190	FAIL	Simplified spatial offsets by pre-calculating Manhattan distances and refactored the movement logic from a high-AST generator expression into a more structured list comprehension and `max()` call to reduce cyclomatic complexity and AST depth.
11	1	4c79b0f	fail	34	1	5	1277	37	533.00	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing redundant `living` list creation and shuffling `self.agents` directly, and optimized the movement search by pre-calculating Manhattan distances in the `offsets` structure to reduce AST density in the `max()` generator.
